type,name,age,breed,size,weight,dogs,cats,kids,energy,affection,new_people,training,image_url
Cat,George Michael,5,Domestic Shorthair,,3.8,2,3,2,3,3,3,3,https://new-s3.shelterluv.com/profile-pictures/34fe3710c4049caaaa363e1ef8f51b12/92b67cc1598021cbcecbec2d3fb914d4.jpg
Cat,Elton John,5,Domestic Shorthair,,3.6,2,3,2,3,3,4,3,https://new-s3.shelterluv.com/profile-pictures/7dd1202900c7cc75b730984b672a4ef5/db4ee5406972a68aea947fa0241f5f8d.jpg
Cat,Tweety,4,Domestic Shorthair,,4.85,2,4,2,3,3,4,3,https://new-s3.shelterluv.com/profile-pictures/055959ea083a5e57ac47f1e16071c446/27a702d019d70713a3eb5aa9d5698413.jpg
Cat,Sylvie,4,Domestic Shorthair,,4.09,2,3,2,3,3,3,3,https://new-s3.shelterluv.com/profile-pictures/c5855e2f17851ee507cfc41cd6f35567/0b091a200aab6e9d94460e1cb014d6f7.jpg
Cat,Sequoia,5,Domestic Shorthair,,3.32,4,5,2,3,3,4,3,https://new-s3.shelterluv.com/profile-pictures/79d6cbf537b78c82f154cf072d4ffbf3/81ba7be004e274023bf90cf2b14d6a9a.jpg
Cat,Bean,4,Domestic Shorthair,,3.45,2,3,2,3,3,3,3,https://new-s3.shelterluv.com/profile-pictures/584bd2a8f1ea4094e0816a4de344d997/8bec8f02f9e13bebdce9317470de113a.png
Cat,Sasha,4,Domestic Medium Hair,,4.56,2,3,2,3,3,3,3,https://new-s3.shelterluv.com/profile-pictures/b3eb410931e7335f42aa7d8200e9d158/e319ee58d2d3d46ca51ef5918a31a6b3.jpg
Cat,Ribeye,3,Domestic Shorthair,,2.62,2,3,2,3,3,3,3,https://new-s3.shelterluv.com/profile-pictures/302fef4aa9d9616a38ae3e6fefa3fa17/af212d317f5d99280ab69b26c25aa8fb.jpg
Cat,Blue,5,Domestic Medium Hair,,4.1,2,3,2,3,3,3,3,https://new-s3.shelterluv.com/profile-pictures/bb13138bb012216ad0bf0aad05fbfe02/76fdddcc46c2c57e665c44be4c9e2060.jpg
Cat,Gunther,3,Domestic Shorthair,,3.12,2,4,4,3,3,2,3,https://new-s3.shelterluv.com/profile-pictures/ab2028e5da2cff9ac7132ca43375aeac/9c49d7837acd1e0e1c2f3d9f1722245d.jpeg
Cat,Slurms MacKenzie,3,Domestic Shorthair,,2.8,2,3,5,3,3,5,3,https://new-s3.shelterluv.com/profile-pictures/9a46c8b43acee355e1fb9b8d118764cf/6bdd7f0a34114f634465c6cdbd267d49.jpeg
Cat,St. Claire,4,Domestic Shorthair,,2.65,3,4,2,3,3,5,3,https://new-s3.shelterluv.com/profile-pictures/9f3ef53cb214b649d1d1ad17d46638b1/cd749c9c4309d39fa3d8047f6c8336da.jpg
Cat,Quentin,4,Domestic Shorthair,,1.2655,2,3,2,3,3,3,3,https://new-s3.shelterluv.com/profile-pictures/aee2111bcce861481a219d6b477f8dd8/a2b00d3be75e0a2ef92bc03007a3577f.jpg
Cat,Stormy,4,Domestic Shorthair,,1.1023,2,3,2,3,3,3,3,https://new-s3.shelterluv.com/profile-pictures/4db5997e62364ff69b72ef65d54cb9b6/3d6fd5040b34e219ff5aaeb799920a4a.jpg
Cat,Charm,4,Domestic Shorthair,,2.36,2,3,2,3,3,3,3,https://new-s3.shelterluv.com/profile-pictures/1ecd357779a339a88c0656c67cc50ade/5bb16676ec0891f8ee2e53999b21ef65.jpg
Cat,Hot Pocket,4,Domestic Shorthair,,2.67,2,2,2,3,3,4,3,https://new-s3.shelterluv.com/profile-pictures/ef449fde34294c834648e56e6512313d/83d2732b1cff9415deabeab4965f22c4.jpeg
Cat,Reese's Pieces,3,Domestic Medium Hair,,2.54,2,3,2,3,3,4,3,https://new-s3.shelterluv.com/profile-pictures/96dc046105e41d253aad7ee28e5148c8/44612f74e5ffdd893254c320f3b85d5e.jpeg
Cat,Ally,4,Domestic Shorthair,,1.64,2,3,2,3,3,3,3,https://new-s3.shelterluv.com/profile-pictures/6b878c8db19b93e629536a0ab8797bce/46f82be35be2d5466dcf463fe03e0cec.jpg
Cat,Cassian,4,Domestic Shorthair,,4.47,2,3,2,3,3,3,3,https://new-s3.shelterluv.com/profile-pictures/4a161ebc928193ab78570804e49f493c/a0c0dd7e41b46b4128c085adbd5f6030.jpeg
Cat,Tiger,4,Domestic Shorthair,,2.94,2,3,2,3,3,3,3,https://new-s3.shelterluv.com/profile-pictures/caada8139920faad3c8b9a48cf75ea33/a6f32c6b70101eb071c2526d4ea5e3ff.jpg
Cat,Big Blue,4,Domestic Shorthair,,2.35,2,3,2,3,3,3,3,https://new-s3.shelterluv.com/profile-pictures/20671cc867d7c0af8f3a09c98c4f6168/59b8eea5b038e05c42793f018c0f389d.jpg
Cat,Thing 2,4,Domestic Shorthair,,2.04,2,3,2,3,3,3,3,https://new-s3.shelterluv.com/profile-pictures/2ba218b9c974003c13a9c421e53a861a/4a0cb3830acfbb212d390c0e66d3f4d9.jpg
Cat,Smokey,4,Domestic Shorthair,,2.16,2,3,2,3,3,3,3,https://new-s3.shelterluv.com/profile-pictures/41dbfbecf140318811f0742938bb5485/0716a56bc9e7d8e8455daccc0f0a23cb.jpg
Cat,Thomas,6,Domestic Shorthair,,6.99,1,3,2,3,3,3,3,https://new-s3.shelterluv.com/profile-pictures/f072b93a4f2e403545ca807c4d928634/0de1f899c936127f4875cc05ce2b2060.jpg
Cat,Xerxes,4,Domestic Shorthair,,1.26,3,5,2,3,3,3,3,https://new-s3.shelterluv.com/profile-pictures/48a244caffe57907cd1b0e83b8f2535e/6fc58fe628538e766c51adef97b69f93.jpg
Cat,Handsome,4,Domestic Shorthair,,5.46,3,5,2,3,3,4,3,https://new-s3.shelterluv.com/profile-pictures/0007f3176cc3717962a3aacf18af690a/909c352a93d33f748dabce1af9931e9c.jpg
Cat,Precious,4,Domestic Shorthair,,4.69,3,5,2,3,3,4,3,https://new-s3.shelterluv.com/profile-pictures/8791caf16df8aaea23ec3d57a0c602ff/9203cb7324eaaef793152548233d0bf8.jpg
Dog, Oriole,4,Mixed Breed (Medium),,,4,3,4,3,3,5,3,https://new-s3.shelterluv.com/profile-pictures/05276ca262df4bddc414ed9ba746cf3a/9bfd2835bc120728936c74f9562973de.jpg
Dog,Chickadee,4,Mixed Breed (Medium),,25.7,4,3,4,3,3,5,3,https://new-s3.shelterluv.com/profile-pictures/1b07532bc15bfb365ad255183c05d599/1d6f5a6997c30c070598e68941f66077.jpg
Dog,Blue Jay,4,Mixed Breed (Medium),,11.9,4,3,4,3,3,5,3,https://new-s3.shelterluv.com/profile-pictures/a38d68c0a4e6adc3a100ac8253642f80/3762c3e2c7d3d13d3130c3e4168cac51.jpg
Cat,Basil,3,Domestic Shorthair,,1.7,3,3,3,3,3,3,3,https://new-s3.shelterluv.com/public/img/profile_photo/default_cat.png
Cat,Vanna,5,Domestic Shorthair,,4.48,2,5,4,3,3,4,3,https://new-s3.shelterluv.com/profile-pictures/fa6f3886ed5c0ede2fc1034e10902015/12668f11715bb9e2cb5e4383ef15fb86.jpg
Cat,Tillie,5,Domestic Shorthair,,4.5415,2,5,4,3,3,4,3,https://new-s3.shelterluv.com/profile-pictures/9eb2d577548a564c5b6acb56bd048ed1/84d76101dbb7320fb218d6d967ad675c.jpg
Cat,Opal,5,Domestic Shorthair,,6.17,2,5,4,3,3,3,3,https://new-s3.shelterluv.com/profile-pictures/1f9c2a2beefdc88f776582a599e9ac21/94c20795f511eb42d444be03a6141d71.jpg
Cat,Maynord,4,Domestic Shorthair,,3.26,2,2,2,3,3,3,3,https://new-s3.shelterluv.com/profile-pictures/e3fe0e9e1438b87c6f21d05dca6b29a6/23d3cef456399fb780caa70b6f2c586f.jpg
Cat,Patchouli,3,Domestic Shorthair,,2.66,2,3,2,3,3,3,3,https://new-s3.shelterluv.com/profile-pictures/a2da93bb847a0856450787b61bea9df9/535da71f3dfc6addb229ce90f746723c.jpg
Dog,Miko,4,Mixed Breed (Medium),,14,5,4,4,3,3,4,3,https://new-s3.shelterluv.com/profile-pictures/805a580c59b5b2fa23fa9539e90d348f/4a245f3e588ec9a0338152d97f3eb624.jpg
Cat,Guy Fieri,3,Domestic Shorthair,,2.13,2,4,2,3,3,4,3,https://new-s3.shelterluv.com/profile-pictures/c10caa3aa8c7923f2e5ccaf1d1066f6e/c2459561e730df16dbec7898e3ed512c.JPG
Cat,Fiona,4,Domestic Shorthair,,2.65,2,2,2,3,3,4,3,https://new-s3.shelterluv.com/profile-pictures/911e6057f54eaaeaaae214097ad3f59d/d49d6127cfd52d4586ce85cc2a850da0.jpg
Dog,Jayva,17,Mixed Breed (Medium),,53,4,2,4,2,3,4,3,https://new-s3.shelterluv.com/profile-pictures/f165fdda18d6d847269b50aef551b2a2/15c25fba5684ebf8b8b467acb7af6263.JPG
Dog,Snuffles,3,Mixed Breed (Medium),,10.8,4,2,4,3,3,4,3,https://new-s3.shelterluv.com/profile-pictures/868151ca7c4fe6e288ac5860bd234e6c/21ee958d3e0be99022ac23417c6b62f5.jpeg
Dog,Fei Fei,3,Mixed Breed (Medium),,9.6,4,2,4,3,3,4,3,https://new-s3.shelterluv.com/profile-pictures/84ba2fb574e48dadfda1283af5eb9c05/3426ce184b004300d77109426fedb990.jpeg
Cat,Chicken,3,Domestic Shorthair,,2.6,2,3,2,3,3,3,3,https://new-s3.shelterluv.com/profile-pictures/9e3146c9e532853ae539649055d88210/bf1b0bd59745092c17d648272fea7c51.jpg
Cat,Nugget,3,Domestic Shorthair,,2.75,2,3,2,3,3,3,3,https://new-s3.shelterluv.com/profile-pictures/0e99996773d8f1f4f7f3955de6dd73b6/c5e1af00d2af9df9db77798a752aee31.jpg
Cat,Wendy,3,Domestic Shorthair,,2.71,2,5,5,3,3,5,3,https://new-s3.shelterluv.com/profile-pictures/1e2e8c47a84d58ce4645cdb403386e7a/88785b96e2ed65860c52966e23268e34.jpeg
Cat,Sammy,3,Domestic Shorthair,,2.41,3,3,3,3,3,3,3,https://new-s3.shelterluv.com/profile-pictures/fdf0b901e982e52b345dd4f77d4f2c33/5b2f86710f905520dd33b80cc79f7566.jpeg
Cat,Miku,3,Domestic Shorthair,,2.25,2,5,5,3,3,5,3,https://new-s3.shelterluv.com/profile-pictures/be9aa8bac4e729747d288f75503fbdd7/e7047c2892842ec1696aaf57009421dd.jpg
Cat,Yuffie,2,Domestic Shorthair,,1.165,2,3,2,3,3,4,3,https://new-s3.shelterluv.com/profile-pictures/8b7fec22e3651ec659421f2fccb36215/2b48d741b437c19530d464628b46cef5.jpg
Cat,Tifa,2,Domestic Shorthair,,1.18,2,3,2,3,3,4,3,https://new-s3.shelterluv.com/profile-pictures/62cc13071154011791ec9e128628fd41/7176a700fbd206f27fc5bac2f3d6c3c3.jpg
Cat,Argentina,17,Domestic Medium Hair,,10.7,2,5,2,3,3,4,3,https://new-s3.shelterluv.com/profile-pictures/46e96f61c32f42486dd0119154f6f22b/ed4293af040f55b7936090d23b4b18f2.jpg
Cat,Kroger,7,Domestic Shorthair,,4.3,2,3,2,3,3,3,3,https://new-s3.shelterluv.com/profile-pictures/af34f48916f408abe19931f0cefe164d/af7bde3bf37ae3baa9229932f4fe57f2.jpg
Cat,Gazpacho,12,Domestic Shorthair,,10.2,2,3,2,3,3,4,3,https://new-s3.shelterluv.com/profile-pictures/db91a7a5378e6e81613e3fc6e0b205be/95e6f0b543aa7d587242e56062bd5003.jpg
Dog,Star Jasmine,2,Mixed Breed (Medium),,17.196,3,2,2,3,3,4,3,https://new-s3.shelterluv.com/profile-pictures/35dc57c2dcfcc78c1c957d7ac088657d/c578d353602a89690d2609efebe10472.jpeg
Dog,Bougainvillea,2,Mixed Breed (Medium),,17.4165,3,2,2,3,3,4,3,https://new-s3.shelterluv.com/profile-pictures/4be938e992323dac3ba312dc854a87b1/d16d4a1dad7c7fb49139c3c1d30037fe.jpeg
Cat,Cat Cora,3,Domestic Shorthair,,1.52,2,3,2,3,3,4,3,https://new-s3.shelterluv.com/profile-pictures/c3fcafd1a39884fb85ae760a3b8cf12d/637e6091b6691b8af441b6d24bce153d.JPG
Cat,Paula Deen,3,Domestic Shorthair,,2.02,2,4,2,3,3,4,3,https://new-s3.shelterluv.com/profile-pictures/cb12b3940824115d949d152b3713496f/6726d644523cf581cd271a8a41fc96af.JPG
Cat,Alton Brown,26,Domestic Shorthair,,7.55,2,3,2,3,3,4,3,https://new-s3.shelterluv.com/profile-pictures/3f6ab75c327ad20f7b8cd9e3d86ab9fc/f99701e3d10027bab55a929ad64321ff.JPG
Cat,Gordon Ramsey,14,Domestic Medium Hair,,6.46,2,3,2,3,3,4,3,https://new-s3.shelterluv.com/profile-pictures/f40ea35685f71b63ccad7d9bcd05370f/d918fb6f0c484a306d8e2026952d1fb4.JPG
Cat,Eugene,21,Domestic Shorthair,,8.85,2,3,2,3,3,4,3,https://new-s3.shelterluv.com/profile-pictures/e9f974bb2910b4bc8420d494cd5b3f10/4232e79a9c516668a9aabe509068a6db.jpg
Cat,Moxie,126,Domestic Shorthair,,12.85,3,3,2,3,3,3,3,https://new-s3.shelterluv.com/profile-pictures/a89fc7284fdddaeb8d3dde944766ee9b/4674c50e174e553b250b37482adba9c3.jpg
Dog,T-Rex,103,Mixed Breed (Small),Small (1-19),10.2,3,3,3,3,3,3,3,https://new-s3.shelterluv.com/profile-pictures/64555fbae7bac6116d2a8d889a2a8fd1/20230131201445.png
Cat,Whiteclaw,5,Domestic Shorthair,,5.65,3,3,4,3,3,3,3,https://new-s3.shelterluv.com/profile-pictures/5df4f9048469ca5a616fe1dce8772ba6/447eed3a3f2f9e8e81db2d2734d55631.jpg
Dog,Angel,64,Mixed Breed (Medium),,44.7,3,2,2,2,3,4,3,https://new-s3.shelterluv.com/profile-pictures/600896751868326c1b0627fcadd857ef/0abab1d897326795988f6adf7a28f11d.jpg
Cat,Moody,4,Domestic Shorthair,,3.72,2,3,2,3,3,3,3,https://new-s3.shelterluv.com/profile-pictures/e53f74fc2fc1f093ccc1a719fa010472/96a57694050b24724719e97b39d3b622.jpeg
Cat,Rory,6,Domestic Shorthair,,5.7,1,3,2,3,3,3,3,https://new-s3.shelterluv.com/profile-pictures/1c7381f4e9710c3831feb16970cfcb02/6880a7a00523fd0dc2a401c12104cac6.jpg
Dog,Finch,4,Mixed Breed (Medium),,34,4,3,4,3,3,5,3,https://new-s3.shelterluv.com/profile-pictures/abc3bea907f80b1736df5716d92b1e90/fedcf0797c2f4eee4fc98defb5397b5b.jpg
Cat,Seamus,5,Domestic Shorthair,,7.16,2,2,2,3,3,3,3,https://new-s3.shelterluv.com/profile-pictures/9019c6a705a43be78fab35454524bbbd/5258670fa220c9bd86f77eb613b7c492.jpg
Cat,Merlin,5,Domestic Medium Hair,,4.8,2,2,2,3,3,3,3,https://new-s3.shelterluv.com/profile-pictures/5e9817cd643a48472f7cdde541b23556/c58e24293bc0d0879d7fff66fba6c97c.jpg
Dog,Roxy,99,Mixed Breed (Medium),Medium (25-59),37.2,4,3,4,3,3,4,3,https://new-s3.shelterluv.com/profile-pictures/d0bf2b71d9723b369e3751549ba0d469/de770cfa44507501d63a357dd7212e88.jpeg
Cat,Mushu,25,Domestic Shorthair,,15.88,2,1,5,3,3,5,3,https://new-s3.shelterluv.com/profile-pictures/9c9da385f593a6f5ba32ef70eeba860a/82bd6551995885df01e8bfb0a5e36ea1.jpg
Dog,Gilbert,3,Mixed Breed (Medium),,2.53,3,4,4,3,3,4,3,https://new-s3.shelterluv.com/profile-pictures/911f85ac9784f03997662f979c1c0a03/9a2e6f927e8e3a7ede32ff75aa8c7c66.jpg
Cat,Sticky Note,3,Domestic Shorthair,,1.55,2,2,2,3,3,3,3,https://new-s3.shelterluv.com/profile-pictures/234d5589fd185dd9eb1c2e5727818607/8ba679d8102a656057a6815102dfd0bf.jpg
Dog,Moo Cow,25,Mixed Breed (Medium),,47.6,3,3,3,3,3,3,3,https://new-s3.shelterluv.com/profile-pictures/9380191e379124fbc0f335e007925916/a2a2c491b045c5c1f3eb2a6af48434e4.jpg
Dog,Scarlett,0,,,,3,2,3,3,3,2,3,https://new-s3.shelterluv.com/profile-pictures/7a19526cbf303dc4752632bb4d2b0f1b/a56c49ea57176dee77d0a36d746a839e.jpeg
Dog,Tedward,34,Mixed Breed (Large),Large (60-99),64,3,2,4,3,3,4,3,https://new-s3.shelterluv.com/profile-pictures/e994e942f5bf33e78432835fc54e42c9/20240711122554.png
Dog,Shiki,33,Mixed Breed (Small),Small (0-24),17.2,2,2,2,3,3,2,3,https://new-s3.shelterluv.com/profile-pictures/cbb7b02a97973f9cdb97a0cd75f73011/ad74df72c627b299619949bff4e88700.jpg
Dog,Luffy,109,Mixed Breed (Medium),Medium (25-59),32.8,3,2,3,3,3,3,3,https://new-s3.shelterluv.com/profile-pictures/b6a48006ff75d74d03f03033ec2eaade/d6f1fc612738aba9ad70d6e240ab158e.jpeg
